取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引/割増単価,単位,割引/割増合計額,ID,リソース名
RB0320170403181436000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",780,2,0,0,-,0,8FA55DA10E78484B848281B6DB33181B,
RB0320170403181436000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",680,2,0,0,-,0,8FA55DA10E78484B848281B6DB33181B,
RB0320170403181436000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,8FA55DA10E78484B848281B6DB33181B,
RB0320170403181436000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","おまかせ8貫","","",2500,1,0,0,-,0,8FA55DA10E78484B848281B6DB33181B,
RB0320170403181436000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,8FA55DA10E78484B848281B6DB33181B,
000220170403202601808,2017/04/03,20:26:23,900,900,66,0,0,0,0,0,0,0,0,900,0,0,0,1,1,00:00:00,"伝票00020057",0002,"周","出前","コスモ","","",900,1,0,0,-,0,A8C0C3785F0B4A3D8C0524080D9DB00A,"未設定"
RB0120170403184630000,2017/04/03,20:37:08,10510,9990,778,10510,0,0,0,0,0,0,0,0,0,0,-5,2,21,01:50:37,"カウンター2，カウンター3",0002,"周","焼き物","焼はまぐり","","",650,2,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,"未設定"
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","まんさくの花 吟丸 純米吟醸","","",780,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,6,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1150,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",900,1,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0120170403184630000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,2,0,0,-,0,0469CCEBEE5E48599CB62A4615C5AB50,
RB0320170403181035000,2017/04/03,20:38:11,51710,51220,3830,52000,0,0,0,0,0,0,0,0,290,0,-7,9,18,02:27:36,"大部屋1",0002,"周","日本酒","まんさくの花 吟丸 純米吟醸","","",780,4,0,0,-,0,3093E184C1F54211A99A187DD0D7F770,"未設定"
RB0320170403181035000,,,,,,,,,,,,,,,,,,,,,,,,"コース","寿(ことぶき)_飲み放題付","","",5000,9,0,0,-,0,3093E184C1F54211A99A187DD0D7F770,
RB0320170403181035000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",580,1,0,0,-,0,3093E184C1F54211A99A187DD0D7F770,
RB0320170403181035000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","開運 特別本醸造","","",580,2,0,0,-,0,3093E184C1F54211A99A187DD0D7F770,
RB0320170403181035000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","豊盃 特別純米","","",680,2,0,0,-,0,3093E184C1F54211A99A187DD0D7F770,
RB0120170403185334000,2017/04/03,21:16:40,13840,12820,1025,0,0,0,0,0,0,0,0,13840,0,0,-5,3,15,02:23:06,"テーブル2",0002,"周","揚げ物・煮物","たこ唐揚","","",650,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,"未設定"
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","天婦羅盛","","",1200,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,2,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","あぶりにぎりセット","","",1050,2,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","あさり酒煮し","","",650,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","茶碗蒸し","","",500,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","屋久島          ","","",550,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"ワイン","ボトル白1700","","",1700,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","コーヒーゼリーパフェ","","",380,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","抹茶白玉パフェ","","",380,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","オレンジジュース","","",250,1,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0120170403185334000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,D192703EE87B4F00A7640573978F3160,
RB0320170403194329000,2017/04/03,21:55:44,14040,13000,1040,15100,0,0,0,0,0,0,0,0,1060,0,0,4,18,02:12:15,"テーブル5",0002,"周","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,"未設定"
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","げそ七味焼","","",650,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","かきバター焼","","",780,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","松にぎり","","",950,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","しじみ汁","","",280,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","屋久島","","",2300,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,5,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","カルピス","","",350,2,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194329000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,768999DE3B974BD5813BF40926046C88,
RB0320170403194334000,2017/04/03,22:11:22,19450,18400,1440,0,0,0,0,0,0,0,0,19450,0,0,-6,3,45,02:27:48,"テーブル3",0002,"周","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,"未設定"
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀だら照り焼","","",900,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,5,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,9,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,4,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","ゆば刺","","",700,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","越乃景虎 名水仕込特別純米","","",680,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","志太泉 純米吟醸","","",780,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,2,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403194334000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",600,1,0,0,-,0,00FD641BB1A14A07A7B3126C2C490C3F,
RB0320170403200939000,2017/04/03,22:13:16,9790,9070,725,10000,0,0,0,0,0,0,0,0,210,0,-5,2,13,02:03:36,"テーブル1",0002,"周","お造り","活たこ刺","","",780,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,"未設定"
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","お新香盛り","","",650,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","アサヒ中瓶","","",500,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","屋久島","","",2300,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,5,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","マグロ三点盛","","",1400,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
RB0320170403200939000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,FFDB8766193445B4815ABB3A925695DD,
000220170403221457634,2017/04/03,22:15:16,2600,2600,192,2600,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020059",0002,"周","出前","お好み(出前)","","",2600,1,0,0,-,0,7F2D226668664FF58047141B2E3A05B8,"未設定"
